city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId
,St. Helens,England,GBR,39,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,Sefton,England,GBR,45,,,,,,53.5952333,-2.997800002,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,539
,Wirral,England,GBR,44,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,Barnsley,England,GBR,70,,,,,,53.49588354,-1.570745775,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,540
,Doncaster,England,GBR,44,,,,,,53.51311636,-1.102588671,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,541
,Rotherham,England,GBR,60,,,,,,53.38535818,-1.26206072,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,542
,Sheffield,England,GBR,387,,,,,,53.40286469,-1.604896511,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,543
,Newcastle upon Tyne,England,GBR,155,,,,,,55.01077984,-1.619723739,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,544
,North Tyneside,England,GBR,62,,,,,,55.02642826,-1.531126177,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,545
,South Tyneside,England,GBR,27,,,,,,54.95868561,-1.446281607,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,546
,Sunderland,England,GBR,76,,,,,,54.86062788,-1.459068324,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,547
,Birmingham,England,GBR,513,,,,,,52.47646129,-1.885848355,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,548
,Coventry,England,GBR,79,,,,,,52.39759014,-1.547535671,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,549
,Dudley,England,GBR,122,,,,,,52.49018902,-2.089965285,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,550
,Sandwell,England,GBR,138,,,,,,52.51594821,-1.990508552,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,551
,Solihull,England,GBR,74,,,,,,52.42412598,-1.727403096,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,552
,Walsall,England,GBR,125,,,,,,52.59807901,-1.955641204,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,553
,Wolverhampton,England,GBR,153,,,,,,52.58091228,-2.088510403,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,554
,Bradford,England,GBR,46,,,,,,53.84824613,-1.812523939,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,555
,Calderdale,England,GBR,29,,,,,,53.75436778,-1.953901183,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,556
,Kirklees,England,GBR,60,,,,,,53.64010464,-1.802429718,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,557
,Leeds,England,GBR,113,,,,,,53.80972939,-1.511413845,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,558
,Wakefield,England,GBR,54,,,,,,53.65602753,-1.410179715,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,559
,Gateshead,England,GBR,44,,,,,,54.94435801,-1.672893334,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,560
,Barking and Dagenham,England,GBR,100,,,,,,51.54832673,0.120308261,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,561
,Barnet,England,GBR,119,,,,,,51.61140903,-0.212074551,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,562
,Bexley,England,GBR,119,,,,,,51.45065827,0.152476841,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,563
,Brent,England,GBR,321,,,,,,51.56151714,-0.252265896,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,564
,Bromley,England,GBR,268,,,,,,51.36398397,0.044925266,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,565
,Camden,England,GBR,119,,,,,,51.53439993,-0.151018846,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,566
,Croydon,England,GBR,289,,,,,,51.36696829,-0.075261197,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,567
,Ealing,England,GBR,265,,,,,,51.52145498,-0.314652269,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,568
,Enfield,England,GBR,151,,,,,,51.63913514,-0.084006604,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,569
,Greenwich,England,GBR,168,,,,,,51.46716889,0.048684726,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,570
,Hackney and City of London,England,GBR,177,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,Hammersmith and Fulham,England,GBR,144,,,,,,51.4995571,-0.207850002,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,571
,Haringey,England,GBR,141,,,,,,51.58391887,-0.096332261,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,572
,Harrow,England,GBR,251,,,,,,51.59336274,-0.333294542,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,573
,Havering,England,GBR,105,,,,,,51.55322307,0.23417728,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,574
,Hillingdon,England,GBR,163,,,,,,51.53432242,-0.432500373,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,575
,Hounslow,England,GBR,152,,,,,,51.45401724,-0.339069383,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,576
,Islington,England,GBR,141,,,,,,51.54380504,-0.109186774,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,577
,Kensington and Chelsea,England,GBR,141,,,,,,51.49734793,-0.176973335,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,578
,Kingston upon Thames,England,GBR,82,,,,,,51.4030126,-0.265740525,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,579
,Lambeth,England,GBR,358,,,,,,51.45665274,-0.103140631,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,580
,Lewisham,England,GBR,218,,,,,,51.45485698,-0.020626288,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,581
,Merton,England,GBR,161,,,,,,51.40890371,-0.185629137,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,582
,Newham,England,GBR,230,,,,,,51.52600251,0.042922804,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,583
,Redbridge,England,GBR,143,,,,,,51.58426769,0.088139683,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,584
,Richmond upon Thames,England,GBR,94,,,,,,51.43577546,-0.298542141,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,585
,Southwark,England,GBR,365,,,,,,51.46445588,-0.065520189,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,586
,Sutton,England,GBR,93,,,,,,51.35340323,-0.187218187,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,587
,Tower Hamlets,England,GBR,184,,,,,,51.51608063,-0.026297776,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,588
,Waltham Forest,England,GBR,182,,,,,,51.59951223,-0.012551846,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,589
,Wandsworth,England,GBR,287,,,,,,51.45489574,-0.186120063,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,590
,Westminster,England,GBR,226,,,,,,51.50601665,-0.161651272,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,591
,Buckinghamshire,England,GBR,128,,,,,781167,51.77382976,-0.804803229,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,592
,Cambridgeshire,England,GBR,100,,,,,830279,52.36338034,0.029215631,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,593
,Cumbria,England,GBR,292,,,,,497874,54.65147773,-2.894685635,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,594
,Derbyshire,England,GBR,210,,,,,1032267,53.10898082,-1.596395738,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,595
,Devon,England,GBR,91,,,,,1159832,50.73217421,-3.746852147,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,596
,East Sussex,England,GBR,44,,,,,820842,50.94161367,0.370573967,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,597
,Essex,England,GBR,244,,,,,1773154,51.80133015,0.638499688,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,598
,Gloucestershire,England,GBR,107,,,,,882888,51.84146129,-2.158941617,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,599
,Hampshire,England,GBR,432,,,,,1800511,51.0552829,-1.340597399,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,600
,Hertfordshire,England,GBR,282,,,,,1154766,51.83029918,-0.257808194,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,601
,Kent,England,GBR,253,,,,,1784369,51.20639796,0.739129774,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,602
,Lancashire,England,GBR,231,,,,,1471979,53.86064037,-2.532126736,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,603
,Leicestershire,England,GBR,141,,,,,1005558,52.67122976,-1.11707099,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,604
,Lincolnshire,England,GBR,72,,,,,1060567,53.12138317,-0.227511054,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,605
,Norfolk,England,GBR,107,,,,,877710,52.6641329,0.952309706,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,606
,Northamptonshire,England,GBR,126,,,,,714392,52.30807364,-0.828419359,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,607
,North Yorkshire,England,GBR,88,,,,,1080136,54.08903304,-1.373729714,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,608
,Nottinghamshire,England,GBR,193,,,,,1115658,53.12984518,-1.009183519,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,609
,Oxfordshire,England,GBR,140,,,,,672516,51.80810415,-1.283908352,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,610
,Somerset,England,GBR,36,,,,,931784,51.07369162,-2.97587226,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,611
,Staffordshire,England,GBR,212,,,,,1111192,52.81512279,-2.014742295,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,612
,Suffolk,England,GBR,87,,,,,738512,52.23643627,1.080420566,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,613
,Surrey,England,GBR,338,,,,,1161256,51.27844656,-0.388640001,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,614
,Warwickshire,England,GBR,127,,,,,551594,52.33041077,-1.565544908,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,615
,West Sussex,England,GBR,113,,,,,828398,50.94804495,-0.465586209,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,616
,Worcestershire,England,GBR,126,,,,,575421,52.20434612,-2.19935635,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,617
,Gulf Coast Economic Region,AK,USA,7,,,,,80866,59.491968,-148.903015,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,0.37254902,Etc/GMT+10,618
,Interior Economic Region,AK,USA,28,,,,,109847,65.2041635,-151.024977,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,0.37254902,America/Anchorage,619
,Mat-Su Economic Region,AK,USA,2,,,,,107610,62.337477,-149.7151675,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,0.37254902,America/Anchorage,620
,Northern Economic Region,AK,USA,0,,,,,27432,67.145044,-156.426328,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,0.37254902,America/Anchorage,621
,Southeast Economic Region,AK,USA,18,,,,,72373,57.598405,-136.9347315,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,0.37254902,Etc/GMT+9,622
,Southwest Economic Region,AK,USA,0,,,,,42206,57.2477945,0.315565,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,0.37254902,Etc/GMT,623
,,AK,USA,55,,,,,731545,61.51689281,0.783559604,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,0.294117647,Etc/GMT,624
,Autauga County,AL,USA,6,0,,,,55601,32.508009,-86.665704,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,625
,Baldwin County,AL,USA,15,0,,,,218022,30.765086,-87.6979315,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,626
,Barbour County,AL,USA,0,0,,,,24881,31.882748,-85.4006615,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,627
,Bibb County,AL,USA,0,0,,,,22400,33.0392145,-87.149027,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,628
,Blount County,AL,USA,5,0,,,,57840,34.0123165,-86.633437,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,629
,Bullock County,AL,USA,3,0,,,,10138,32.092782,-85.704699,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,630
,Butler County,AL,USA,1,0,,,,19680,31.744161,-86.673651,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,631
,Calhoun County,AL,USA,3,0,,,,114277,33.7622675,-85.837497,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,632
,Chambers County,AL,USA,27,1,,,,33615,32.9183035,-85.3626035,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,633
,Cherokee County,AL,USA,2,0,,,,26032,34.232778,-85.621319,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,0.490196078,America/Chicago,634
