city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId
,Osceola County,MI,USA,2,0,,,,23341,43.989397,-85.325797,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1866
,Otsego County,MI,USA,17,0,,,,24665,45.0284825,-84.6121395,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1867
,Ottawa County,MI,USA,25,0,,,,290494,42.98673,-86.027247,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1868
,Roscommon County,MI,USA,1,0,,,,23884,44.3357755,-84.611917,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1869
,Saginaw County,MI,USA,24,0,,,,190800,43.3486755,-84.032567,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1870
,Sanilac County,MI,USA,2,0,,,,41182,43.422268,-82.8117765,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1871
,Shiawassee County,MI,USA,5,0,,,,68192,42.95428,-84.1452045,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1872
,St. Clair County,MI,USA,20,0,,,,159337,42.8437715,-82.704611,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1873
,Tuscola County,MI,USA,4,1,,,,52516,43.475171,-83.401597,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1874
,Van Buren County,MI,USA,4,0,,,,75448,42.244998,-86.0639115,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1875
,Washtenaw County,MI,USA,231,5,,,,370963,42.2533715,-83.8356795,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1876
,Wayne County,MI,USA,2704,56,,,,1753893,42.240301,-83.211127,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1877
,Wexford County,MI,USA,1,0,,,,33466,44.338583,-85.577593,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,America/Detroit,1878
,(unassigned),MI,USA,95,0,,,,,,,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.470588235,,
,Alcona County,MI,USA,0,,,,,10362,44.6836535,-83.5809385,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1879
,Alger County,MI,USA,0,,,,,9097,46.4248025,-86.4905835,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1880
,Alpena County,MI,USA,0,,,,,28360,45.0317825,-83.5781675,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1881
,Antrim County,MI,USA,0,,,,,23365,45.0099685,-85.1447795,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1882
,Arenac County,MI,USA,0,,,,,15041,44.0370185,-83.865801,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1883
,Baraga County,MI,USA,0,,,,,8320,46.693308,-88.3353905,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1884
,Benzie County,MI,USA,0,,,,,17753,44.645681,-86.0370745,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1885
,Branch County,MI,USA,0,,,,,43622,41.915917,-85.059378,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1886
,Chippewa County,MI,USA,0,,,,,37517,46.3427035,-84.355547,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1887
,Delta County,MI,USA,0,,,,,35857,45.8505825,-86.9137555,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1888
,Dickinson County,MI,USA,0,,,,,25383,45.9844745,-87.876012,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Menominee,1889
,Houghton County,MI,USA,0,,,,,36219,46.8529005,-88.609394,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1890
,Iron County,MI,USA,0,,,,,11117,46.1704445,-88.5539035,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Menominee,1891
,Keweenaw County,MI,USA,0,,,,,2113,47.6953785,-88.4828365,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1892
,Lake County,MI,USA,0,,,,,11881,43.991351,-85.8022135,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1893
,Luce County,MI,USA,0,,,,,6283,46.500167,-85.551432,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1894
,Mackinac County,MI,USA,0,,,,,10787,45.9836895,-84.9897935,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1895
,Mason County,MI,USA,0,,,,,29100,43.997148,-86.276313,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1896
,Menominee County,MI,USA,0,,,,,22983,45.5403475,-87.576249,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Menominee,1897
,Montmorency County,MI,USA,0,,,,,9265,45.0285455,-84.1259955,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1898
,Ontonagon County,MI,USA,0,,,,,5795,46.6825815,-89.3762965,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1899
,Oscoda County,MI,USA,0,,,,,8276,44.6818405,-84.1291955,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1900
,Presque Isle County,MI,USA,0,,,,,12738,45.41277,-83.8168815,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1901
,St. Joseph County,MI,USA,0,,,,,61043,41.915301,-85.5417565,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1902
,Schoolcraft County,MI,USA,0,,,,,8068,46.131351,-86.2402665,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1903
,,MI,USA,5486,132,,,,9986857,44.9977303,-86.28005392,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,0.392156863,America/Detroit,1904
,Anoka County,MN,USA,17,,,,,353813,45.2250815,-93.2659965,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1905
,Beltrami County,MN,USA,2,,,,,46847,47.9750295,-95.0082935,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1906
,Benton County,MN,USA,1,,,,,40545,45.6906045,-94.0563,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1907
,Big Stone County,MN,USA,1,,,,,4989,45.381402,-96.4695325,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1908
,Blue Earth County,MN,USA,8,,,,,67427,44.056197,-94.069746,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1909
,Carver County,MN,USA,9,,,,,103551,44.809337,-93.7663335,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1910
,Cass County,MN,USA,1,,,,,29519,46.8792245,-94.280568,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1911
,Chisago County,MN,USA,1,,,,,55922,45.5132505,-92.894288,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1912
,Clay County,MN,USA,4,,,,,63955,46.890294,-96.5034365,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1913
,Clearwater County,MN,USA,1,,,,,8810,47.586005,-95.3760295,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1914
,Cottonwood County,MN,USA,1,,,,,11277,44.0219265,-95.1609675,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1915
,Dakota County,MN,USA,39,,,,,425423,44.6957595,-93.0308285,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1916
,Dodge County,MN,USA,7,,,,,20822,44.0225965,-92.862189,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1917
,Douglas County,MN,USA,1,,,,,37964,45.9329315,-95.454291,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1918
,Faribault County,MN,USA,1,,,,,13758,43.6738295,-93.9481275,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1919
,Fillmore County,MN,USA,6,,,,,21058,43.674347,-92.089591,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1920
,Goodhue County,MN,USA,2,,,,,46403,44.4542935,-92.6415845,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1921
,Hennepin County,MN,USA,171,,,,,1259428,45.0161545,-93.472953,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1922
,Isanti County,MN,USA,1,,,,,39966,45.573044,-93.266623,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1923
,Jackson County,MN,USA,1,,,,,9911,43.6741695,-95.1544385,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1924
,Kandiyohi County,MN,USA,1,,,,,42855,45.1520855,-95.006374,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1925
,Lac qui Parle County,MN,USA,1,,,,,6658,45.037136,-96.0949815,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1926
,Le Sueur County,MN,USA,11,,,,,28494,44.369727,-93.769798,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1927
,Lincoln County,MN,USA,1,,,,,5673,44.413985,-96.265677,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1928
,Mahnomen County,MN,USA,1,,,,,5519,47.3257365,-95.8094035,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1929
,Martin County,MN,USA,21,,,,,19785,43.6742145,-94.550839,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1930
,Mower County,MN,USA,11,,,,,40011,43.674059,-92.749236,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1931
,Nicollet County,MN,USA,3,,,,,34220,44.3060845,-94.354921,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1932
,Olmsted County,MN,USA,47,,,,,156277,44.0146815,-92.3843415,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1933
,Otter Tail County,MN,USA,1,,,,,58812,46.4123075,-95.713384,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1934
,Ramsey County,MN,USA,46,,,,,550210,45.0064355,-93.1059515,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1935
,Renville County,MN,USA,1,,,,,14612,44.674182,-94.9903095,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1936
,Rice County,MN,USA,3,,,,,66523,44.369966,-93.2823575,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1937
,Scott County,MN,USA,9,,,,,147381,44.678085,-93.594287,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1938
,Sherburne County,MN,USA,5,,,,,96036,45.4026645,-93.8297685,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1939
,Sibley County,MN,USA,1,,,,,15028,44.5869425,-94.1981835,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1940
,St. Louis County,MN,USA,10,,,,,199754,47.640367,-92.444011,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1941
,Stearns County,MN,USA,5,,,,,159256,45.5290025,-94.5935915,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1942
,Steele County,MN,USA,5,,,,,36803,44.022418,-93.226276,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1943
,Wabasha County,MN,USA,4,,,,,21645,44.2810725,-92.204632,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1944
,Waseca County,MN,USA,3,,,,,18691,44.0221665,-93.587268,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1945
,Washington County,MN,USA,27,,,,,259201,45.021317,-92.8805245,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1946
,Wilkin County,MN,USA,1,,,,,6254,46.326227,-96.524731,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1947
,Winona County,MN,USA,4,,,,,50825,44.019969,-91.6818145,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1948
,Wright County,MN,USA,6,,,,,136349,45.2004125,-93.8893675,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1949
,Aitkin County,MN,USA,0,,,,,15902,46.5922045,-93.432493,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1950
,Becker County,MN,USA,0,,,,,34371,46.9340225,-95.6784685,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1951
,Brown County,MN,USA,0,,,,,25111,44.303117,-94.7388135,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1952
,Carlton County,MN,USA,0,,,,,35837,46.593232,-92.678232,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1953
,Chippewa County,MN,USA,0,,,,,11924,44.9524445,-95.641594,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1954
,Cook County,MN,USA,0,,,,,5393,47.855374,-90.260538,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1955
,Crow Wing County,MN,USA,0,,,,,64889,46.4810575,-94.085871,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1956
,Freeborn County,MN,USA,0,,,,,30444,43.6738995,-93.3488625,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1957
,Grant County,MN,USA,0,,,,,6021,45.9340975,-96.012334,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1958
,Houston County,MN,USA,0,,,,,18578,43.6737515,-91.4738885,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1959
,Hubbard County,MN,USA,0,,,,,21332,47.1082445,-94.9210295,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1960
,Itasca County,MN,USA,0,,,,,45108,47.462071,-93.7374915,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1961
,Kanabec County,MN,USA,0,,,,,16207,45.94505,-93.2863715,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1962
,Kittson County,MN,USA,0,,,,,4248,48.771938,-96.813342,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1963
,Koochiching County,MN,USA,0,,,,,12440,48.2788805,-93.755514,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1964
,Lake County,MN,USA,0,,,,,10658,47.572349,-91.4099255,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1965
,Lake of the Woods County,MN,USA,0,,,,,3758,48.8751645,-94.885716,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1966
,Lyon County,MN,USA,0,,,,,25629,44.413008,-95.843385,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1967
,McLeod County,MN,USA,0,,,,,35873,44.804808,-94.2561295,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1968
,Marshall County,MN,USA,0,,,,,9390,48.358052,-96.378152,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1969
,Meeker County,MN,USA,0,,,,,23141,45.109401,-94.50969,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1970
,Mille Lacs County,MN,USA,0,,,,,26139,45.902961,-93.6205895,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1971
,Morrison County,MN,USA,0,,,,,33169,46.061314,-94.208705,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1972
,Murray County,MN,USA,0,,,,,8276,44.022168,-95.7635235,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1973
,Nobles County,MN,USA,0,,,,,21924,43.6744675,-95.752683,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1974
,Norman County,MN,USA,0,,,,,6475,47.324829,-96.465665,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1975
,Pennington County,MN,USA,0,,,,,14178,48.054435,-96.041528,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1976
,Pine County,MN,USA,0,,,,,29483,46.0746465,-92.7178255,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1977
,Pipestone County,MN,USA,0,,,,,9047,44.0229095,-96.2585915,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1978
,Polk County,MN,USA,0,,,,,31529,47.83643,-96.3500685,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1979
,Pope County,MN,USA,0,,,,,11097,45.5861225,-95.444994,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1980
,Red Lake County,MN,USA,0,,,,,3999,47.862315,-96.095849,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1981
,Redwood County,MN,USA,0,,,,,15249,44.446792,-95.2303205,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1982
,Rock County,MN,USA,0,,,,,9414,43.674841,-96.252864,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1983
,Roseau County,MN,USA,0,,,,,15150,48.7692585,-95.7476355,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1984
,Stevens County,MN,USA,0,,,,,9753,45.5859625,-96.000712,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1985
,Swift County,MN,USA,0,,,,,9345,45.2823655,-95.682408,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1986
,Todd County,MN,USA,0,,,,,24582,46.071148,-94.8996215,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1987
,Traverse County,MN,USA,0,,,,,3308,45.803686,-96.5553885,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1988
,Wadena County,MN,USA,0,,,,,13773,46.5866625,-94.9459705,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1989
,Watonwan County,MN,USA,0,,,,,10980,43.9783725,-94.6143265,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1990
,Yellow Medicine County,MN,USA,0,,,,,9795,44.738971,-95.9060325,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.392156863,America/Chicago,1991
,,MN,USA,503,,,,,5639632,46.43481014,-93.36252551,https://www.health.state.mn.us/diseases/coronavirus/situation.html,county,0.31372549,America/Chicago,1992
,Adair County,MO,USA,1,,,,,25339,40.1918575,-92.6006275,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,1993
,Andrew County,MO,USA,0,,,,,17607,39.974852,-94.831808,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,1994
,Atchison County,MO,USA,1,,,,,5171,40.423457,-95.476206,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,1995
,Audrain County,MO,USA,0,,,,,25473,39.203426,-91.861752,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,1996
,Barry County,MO,USA,1,,,,,35886,36.715246,-93.825497,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,1997
,Barton County,MO,USA,0,,,,,11798,37.501434,-94.345575,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,1998
,Bates County,MO,USA,2,,,,,16320,38.2518095,-94.331992,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,1999
,Benton County,MO,USA,1,,,,,19278,38.2989335,-93.2912785,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2000
,Bollinger County,MO,USA,1,,,,,12169,37.319698,-90.0421765,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2001
,Boone County,MO,USA,50,,,,,180005,38.945981,-92.3372425,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2002
,Buchanan County,MO,USA,3,,,,,88571,39.675483,-94.8574015,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2003
,Butler County,MO,USA,0,,,,,42639,36.7121305,-90.4082955,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2004
,Caldwell County,MO,USA,0,,,,,9108,39.656673,-93.98339,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2005
,Callaway County,MO,USA,8,,,,,44889,38.8109895,-91.9273295,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2006
,Camden County,MO,USA,7,,,,,45815,38.0361035,-92.7442195,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2007
,Cape Girardeau County,MO,USA,5,,,,,78753,37.3640345,-89.643927,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2008
,Carroll County,MO,USA,0,,,,,8743,39.4112635,-93.431834,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2009
,Carter County,MO,USA,2,,,,,6054,36.9559285,-90.9430345,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2010
,Cass County,MO,USA,8,,,,,104954,38.6463295,-94.338591,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2011
,Cedar County,MO,USA,0,,,,,14165,37.736838,-93.842437,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2012
,Chariton County,MO,USA,1,,,,,7451,39.464303,-92.986769,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2013
,Christian County,MO,USA,7,,,,,86983,36.9536655,-93.256524,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2014
,Clark County,MO,USA,0,,,,,6842,40.4312005,-91.685117,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2015
,Clay County,MO,USA,11,,,,,246365,39.2830795,-94.408998,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2016
,Clinton County,MO,USA,1,,,,,20470,39.6009385,-94.404109,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2017
,Cole County,MO,USA,17,,,,,76796,38.5309215,-92.2197115,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2018
,Cooper County,MO,USA,1,,,,,17603,38.87228,-92.7791755,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2019
,Crawford County,MO,USA,0,,,,,23957,37.9540865,-91.315549,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2020
,Dade County,MO,USA,0,,,,,7569,37.4317905,-93.849933,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2021
,Dallas County,MO,USA,0,,,,,16762,37.6595665,-93.0188305,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2022
,Daviess County,MO,USA,0,,,,,8313,39.96065,-93.988896,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2023
,DeKalb County,MO,USA,0,,,,,12630,39.892548,-94.404417,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2024
,Dent County,MO,USA,0,,,,,15441,37.6032815,-91.481225,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2025
,Douglas County,MO,USA,0,,,,,13373,36.932331,-92.499022,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2026
,Dunklin County,MO,USA,3,,,,,29423,36.3131695,-90.16588,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2027
,Franklin County,MO,USA,7,,,,,103670,38.4561905,-91.050775,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php,county,0.392156863,America/Chicago,2028
